image_path,true_class,pred_class,top1_confidence,top5_classes,top5_probabilities,is_correct
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2446133.jpg,apple_pie,garlic_bread,0.3043232262134552,"[""garlic_bread"", ""apple_pie"", ""french_fries"", ""gnocchi"", ""donuts""]","[0.3043232262134552, 0.1337890625, 0.05357605963945389, 0.03287147730588913, 0.028042715042829514]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/246113.jpg,apple_pie,baklava,0.0741769075393676,"[""baklava"", ""guacamole"", ""nachos"", ""carrot_cake"", ""apple_pie""]","[0.07417690753936768, 0.07375610619783401, 0.06782753020524979, 0.05907227471470833, 0.058423105627298355]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2477191.jpg,apple_pie,baklava,0.5849854946136475,"[""baklava"", ""apple_pie"", ""samosa"", ""french_toast"", ""spring_rolls""]","[0.5849854946136475, 0.09608332812786102, 0.03737476468086243, 0.03667083755135536, 0.03276340663433075]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2496124.jpg,apple_pie,pancakes,0.1640049070119857,"[""pancakes"", ""apple_pie"", ""french_toast"", ""escargots"", ""garlic_bread""]","[0.16400490701198578, 0.10404067486524582, 0.09381075203418732, 0.08694373071193695, 0.0683351680636406]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2511157.jpg,apple_pie,garlic_bread,0.1685068309307098,"[""garlic_bread"", ""omelette"", ""pizza"", ""apple_pie"", ""beignets""]","[0.16850683093070984, 0.11552328616380692, 0.11409866064786911, 0.09215642511844635, 0.04465562477707863]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2517059.jpg,apple_pie,cannoli,0.3601809442043304,"[""cannoli"", ""bread_pudding"", ""apple_pie"", ""beignets"", ""french_toast""]","[0.36018094420433044, 0.23223203420639038, 0.09866120666265488, 0.09233949333429337, 0.03978356346487999]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2523928.jpg,apple_pie,baklava,0.3265224695205688,"[""baklava"", ""lasagna"", ""carrot_cake"", ""bread_pudding"", ""omelette""]","[0.32652246952056885, 0.11301182955503464, 0.08410953730344772, 0.041738588362932205, 0.03246777132153511]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2559009.jpg,apple_pie,omelette,0.078482411801815,"[""omelette"", ""spring_rolls"", ""gyoza"", ""chicken_quesadilla"", ""baklava""]","[0.07848241180181503, 0.05623229593038559, 0.046943724155426025, 0.04257521405816078, 0.0400066114962101]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2566460.jpg,apple_pie,foie_gras,0.1528221517801284,"[""foie_gras"", ""panna_cotta"", ""apple_pie"", ""cheesecake"", ""scallops""]","[0.15282215178012848, 0.1459973305463791, 0.06660190969705582, 0.048546820878982544, 0.04396667331457138]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2610524.jpg,apple_pie,bread_pudding,0.4735751450061798,"[""bread_pudding"", ""apple_pie"", ""waffles"", ""french_toast"", ""cannoli""]","[0.4735751450061798, 0.1283549666404724, 0.1097903847694397, 0.04988592490553856, 0.02139664813876152]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/262170.jpg,apple_pie,ice_cream,0.1173583045601844,"[""ice_cream"", ""tuna_tartare"", ""scallops"", ""escargots"", ""bread_pudding""]","[0.11735830456018448, 0.10474236309528351, 0.08811338245868683, 0.07517224550247192, 0.06354329735040665]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2629959.jpg,apple_pie,risotto,0.4811446070671081,"[""risotto"", ""fried_rice"", ""paella"", ""gnocchi"", ""apple_pie""]","[0.48114460706710815, 0.07257003337144852, 0.07187815010547638, 0.03874672204256058, 0.03729207068681717]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2637058.jpg,apple_pie,panna_cotta,0.1747842133045196,"[""panna_cotta"", ""eggs_benedict"", ""bread_pudding"", ""apple_pie"", ""croque_madame""]","[0.17478421330451965, 0.1438949704170227, 0.1162373498082161, 0.10462109744548798, 0.10393580049276352]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2669146.jpg,apple_pie,baklava,0.2225587517023086,"[""baklava"", ""apple_pie"", ""macaroni_and_cheese"", ""poutine"", ""grilled_cheese_sandwich""]","[0.22255875170230865, 0.11716102063655853, 0.07876025885343552, 0.04483124986290932, 0.04013628885149956]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2673907.jpg,apple_pie,baklava,0.3026250898838043,"[""baklava"", ""apple_pie"", ""waffles"", ""garlic_bread"", ""grilled_cheese_sandwich""]","[0.3026250898838043, 0.22411616146564484, 0.2006220668554306, 0.1375279277563095, 0.015085582621395588]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2698889.jpg,apple_pie,bread_pudding,0.3077636063098907,"[""bread_pudding"", ""eggs_benedict"", ""apple_pie"", ""ice_cream"", ""carrot_cake""]","[0.30776360630989075, 0.21224966645240784, 0.0964137464761734, 0.04635623097419739, 0.04249635338783264]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2737512.jpg,apple_pie,carrot_cake,0.2032622545957565,"[""carrot_cake"", ""bread_pudding"", ""apple_pie"", ""pork_chop"", ""baklava""]","[0.20326225459575653, 0.177310049533844, 0.1398780792951584, 0.06333059817552567, 0.055610399693250656]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2766011.jpg,apple_pie,waffles,0.4550893902778625,"[""waffles"", ""french_fries"", ""apple_pie"", ""poutine"", ""macaroni_and_cheese""]","[0.45508939027786255, 0.1521041840314865, 0.09470966458320618, 0.056205444037914276, 0.04007698968052864]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/283209.jpg,apple_pie,bread_pudding,0.1969062834978103,"[""bread_pudding"", ""creme_brulee"", ""pancakes"", ""apple_pie"", ""panna_cotta""]","[0.19690628349781036, 0.19371077418327332, 0.11775761097669601, 0.08608809113502502, 0.07211287319660187]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2878249.jpg,apple_pie,bread_pudding,0.2474974691867828,"[""bread_pudding"", ""apple_pie"", ""crab_cakes"", ""eggs_benedict"", ""scallops""]","[0.24749746918678284, 0.1342887580394745, 0.07010632008314133, 0.048636313527822495, 0.04834574833512306]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2881877.jpg,apple_pie,carrot_cake,0.2075290530920028,"[""carrot_cake"", ""cheesecake"", ""tuna_tartare"", ""foie_gras"", ""beef_tartare""]","[0.20752905309200287, 0.11339260637760162, 0.08572424203157425, 0.06784427911043167, 0.045604072511196136]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2909139.jpg,apple_pie,carrot_cake,0.127338171005249,"[""carrot_cake"", ""caesar_salad"", ""grilled_cheese_sandwich"", ""garlic_bread"", ""red_velvet_cake""]","[0.12733817100524902, 0.10269514471292496, 0.06169835105538368, 0.051023129373788834, 0.04098684340715408]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2911777.jpg,apple_pie,baklava,0.3318077325820923,"[""baklava"", ""garlic_bread"", ""apple_pie"", ""waffles"", ""gyoza""]","[0.3318077325820923, 0.23951958119869232, 0.15233148634433746, 0.06628280133008957, 0.04083068296313286]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/296614.jpg,apple_pie,bread_pudding,0.3062751591205597,"[""bread_pudding"", ""chocolate_mousse"", ""waffles"", ""chocolate_cake"", ""apple_pie""]","[0.3062751591205597, 0.0778593197464943, 0.07691507041454315, 0.05775685980916023, 0.04234346002340317]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2968812.jpg,apple_pie,baklava,0.3440011143684387,"[""baklava"", ""bread_pudding"", ""apple_pie"", ""samosa"", ""breakfast_burrito""]","[0.3440011143684387, 0.20671850442886353, 0.14215795695781708, 0.06413457542657852, 0.02526349388062954]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2983047.jpg,apple_pie,macaroni_and_cheese,0.176390916109085,"[""macaroni_and_cheese"", ""apple_pie"", ""french_toast"", ""gyoza"", ""bread_pudding""]","[0.17639091610908508, 0.10226021707057953, 0.0879673957824707, 0.08392028510570526, 0.07476188987493515]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/300660.jpg,apple_pie,tiramisu,0.219630166888237,"[""tiramisu"", ""french_toast"", ""cheesecake"", ""bread_pudding"", ""carrot_cake""]","[0.219630166888237, 0.10172316431999207, 0.08886091411113739, 0.07943426817655563, 0.06951387226581573]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/3037459.jpg,apple_pie,pizza,0.150809645652771,"[""pizza"", ""baklava"", ""foie_gras"", ""grilled_cheese_sandwich"", ""french_toast""]","[0.150809645652771, 0.13133244216442108, 0.09453252702951431, 0.07353859394788742, 0.07107722759246826]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/305590.jpg,apple_pie,baklava,0.1567076593637466,"[""baklava"", ""grilled_cheese_sandwich"", ""french_toast"", ""apple_pie"", ""club_sandwich""]","[0.15670765936374664, 0.12944182753562927, 0.0726955309510231, 0.06475462764501572, 0.05677712336182594]",False
